,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
78327,20160218X05331,Accident,ERA16FA108,2016-02-19,"Marshville, NC",United States,035031N,0080227W,,,Fatal,Substantial,Airplane,N61WB,BEECH,A36,No,1.0,Reciprocating,091,,Commercial,,1.0,0.0,0.0,0.0,VMC,,"The pilot's improper preflight fuel planning, which resulted in a total loss of engine power due to fuel exhaustion. Contributing to the severity of the pilot's injuries was his failure to have a properly secured shoulder harness at the time of the accident.",25-09-2020,2.0,2016.0,1.0
78328,20160225X51309,Incident,DCA16WA102,2016-02-20,"Surabaya, Indonesia",Indonesia,,,,,,,Airplane,PK-LFG,BOEING,737,No,,,NUSC,SCHD,Commercial,Lion Air,0.0,0.0,0.0,0.0,,,,25-09-2020,2.0,2016.0,0.0
78329,20160221X82226,Accident,ERA16LA109,2016-02-21,"Port Jefferson, NY",United States,405740N,0007354W,,,Fatal,Substantial,Airplane,N29099,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,POSITIVE RATE GEAR UP LLC,1.0,3.0,0.0,0.0,VMC,,"The flight instructor's inadequate preflight fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,2.0,2016.0,4.0
78331,20160229X33536,Accident,GAA16CA139,2016-02-21,"Willoughby, OH",United States,041419N,0812326W,LNN,WILLOUGHBY LOST NATION MUNI,Non-Fatal,Substantial,Airplane,N516TG,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,VECTOR AVIATION LLC,0.0,0.0,0.0,2.0,VMC,,"The student pilot's failure to reduce pitch attitude during a simulated engine failure during takeoff initial climb, resulting in a high descent rate and hard landing. Contributing to the accident was the flight instructor's delayed remedial action during the simulated engine failure.",25-09-2020,2.0,2016.0,2.0
78333,20160225X54829,Accident,CEN16WA110,2016-02-22,"Saint Francois, Guadeloupe",Guadeloupe,161528N,0611545W,,,Non-Fatal,Destroyed,Airplane,N539EG,PIPER,PA23,No,2.0,,NUSN,,Commercial,,0.0,0.0,0.0,1.0,,,,25-09-2020,2.0,2016.0,1.0
78334,20160229X25457,Accident,ERA16LA119,2016-02-22,"St. Augustine, FL",United States,295733N,0812023W,SGJ,NORTHEAST FLORIDA RGNL,Non-Fatal,Substantial,Airplane,N41618,PIPER,PA28 151,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's overpriming of the engine during start, which resulted in a carburetor fire. Contributing to the severity of accident was the flight instructor's failure to follow the Pilot Operating Handbook's engine fire during start emergency procedures.",25-09-2020,2.0,2016.0,2.0
78337,20160224X73028,Accident,DCA16WA097,2016-02-23,"Chitose, Japan",Japan,,,RJCJ,Chitose Air Base,Non-Fatal,,Airplane,JA322J,BOEING,737,No,,,NUSC,SCHD,Commercial,JAPAN AIRLINES INTERNATIONAL CO LTD,0.0,2.0,1.0,162.0,Unk,,,25-09-2020,2.0,2016.0,165.0
78338,20160225X30410,Accident,CEN16WA109,2016-02-23,"Palin, Guatemala",Guatemala,142626N,0904333W,,,Fatal,Destroyed,Airplane,TG-PEW,PIPER,PA28,No,,,,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,2.0,2016.0,1.0
78339,20160401X95257,Accident,ENG16WA018,2016-02-24,"Soli Ghoptevir, Nepal",Nepal,283428N,0833654E,,,Fatal,Destroyed,Airplane,9N-AHH,VIKING AIR LIMITED,DHC-6,No,,,,SCHD,Commercial,Tara Air Pvt. Ltd.,23.0,0.0,0.0,0.0,Unk,,,,2.0,2016.0,23.0
78340,20160224X71851,Accident,CEN16LA108,2016-02-24,"Grand Junction, CO",United States,039721N,1083136W,GJT,Grand Junctiion Regional,Non-Fatal,Substantial,Airplane,N10580,CESSNA,LC41-550FG,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"Failure of the right main tire for reasons that could not be determined because the tire was not available for examination.
",25-09-2020,2.0,2016.0,2.0
78344,20160225X34423,Incident,DCA16WA101,2016-02-24,"a Mitad de la Pista del Aeropuerto, Mexico",Mexico,,,,,Non-Fatal,,Airplane,C-FIWJ,BOEING,737,No,2.0,Turbo Fan,NUSC,SCHD,Commercial,Westjet,0.0,0.0,0.0,100.0,,,,25-09-2020,2.0,2016.0,100.0
78345,20160225X92701,Accident,DCA16LA100,2016-02-24,"St Louis, MO",United States,384455N,0902212W,KSTL,Lambert-St Louis Intl,Non-Fatal,Substantial,Airplane,N856HK,EMBRAER,EMB145,No,,,121,SCHD,Commercial,TRANS STATES AIRLINES INC,0.0,0.0,0.0,33.0,VMC,,the flight crews' failure to consider all available runways for landing to minimize the gusty crosswind component. Contributing to the accident was the captain's reduction of the engine thrust for about 1 second at low altitude immediately after the first officer applied maximum thrust to conduct a go-around.,25-09-2020,2.0,2016.0,33.0
78349,20160405X94849,Incident,ENG16WA019,2016-02-26,"Domodedovo, Russia",Russia,,,UUDD,Domodedovo,Non-Fatal,Substantial,Airplane,VQ-BUO,BOEING,767,No,2.0,,,SCHD,Commercial,Azurair Airlines,0.0,0.0,0.0,348.0,,,,25-09-2020,2.0,2016.0,348.0
78357,20160321X30358,Accident,WPR16WA085,2016-02-27,"Hong Kong, Hong Kong",Hong Kong,222824N,1141712E,,,Fatal,Substantial,Airplane,B-LUR,ZLIN,Z242L,No,,Reciprocating,NUSN,,Commercial,Hong Kong Aviation Club Ltd,1.0,0.0,0.0,0.0,Unk,,,25-09-2020,2.0,2016.0,1.0
78362,20160317X80816,Accident,ANC16WA015,2016-02-28,"Seoul, South Korea",South Korea,,,,,Fatal,Destroyed,Airplane,HL 1153,CESSNA,172,No,,,129,,Commercial,,2.0,0.0,0.0,0.0,,,,25-09-2020,2.0,2016.0,2.0
78364,20160301X01541,Accident,GAA16CA142,2016-03-01,"Wasilla, AK",United States,613418N,1493224W,IYS,WASILLA,Non-Fatal,Substantial,Airplane,N12BE,MAULE,M5,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during the landing, which resulted in a runway excursion, and an impact with terrain.",25-09-2020,3.0,2016.0,1.0
78372,20160303X23824,Accident,CEN16LA118,2016-03-02,"Simmesport, LA",United States,030591N,0914845W,,,Non-Fatal,Substantial,Airplane,N3339J,CESSNA,150G,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The installation of an improper bearing and thrust washer during engine overhaul, which resulted in failure of the connecting rods and a subsequent total loss of engine power.
",25-09-2020,3.0,2016.0,1.0
78374,20160323X61831,Accident,ERA16LA137,2016-03-02,"Rockland, ME",United States,044336N,0069557W,RKD,KNOX COUNTY RGNL,Non-Fatal,Substantial,Airplane,N198WA,BEECH,99,No,2.0,Turbo Prop,135,NSCH,Commercial,Wiggins Airways INC,0.0,0.0,0.0,1.0,IMC,,"The airplanes encounter with isolated severe turbulence, which resulted in substantial airframe damage.",25-09-2020,3.0,2016.0,1.0
78375,20160401X80907,Accident,ENG16RA017,2016-03-03,"Mumbai, India",India,,,VABB,Chhatrapati Shivaji Internatio,Non-Fatal,Substantial,Airplane,VT-JGD,BOEING,737,No,2.0,,,,Commercial,Jet Airways Ltd.,0.0,0.0,0.0,128.0,,,,25-09-2020,3.0,2016.0,128.0
78376,20160629X15034,Incident,ENG16RA026,2016-03-03,"Georgetown, Guyana",Guyana,,,,,,,Airplane,8R-GHT,CESSNA,208,No,1.0,Turbo Prop,,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78384,20160329X10519,Incident,DCA16WA111,2016-03-05,"Billund, Denmark",Denmark,,,,,,Minor,Airplane,TC-TJP,BOEING,737,No,,,,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78385,20160330X72920,Accident,DCA16CA113,2016-03-05,"Albuquerque, NM",United States,035112N,0106300W,KABQ,Albuquerque,Non-Fatal,Substantial,Airplane,N305UP,BOEING,767 34AF,No,2.0,Turbo Fan,121,NSCH,Commercial,UNITED PARCEL SERVICE CO,0.0,0.0,0.0,2.0,VMC,,the pilot flying's failure to maintain airspeed and correct pitch attitude.  Contributing to the accident was the pilot's failure to maintain appropriate thrust after disconnecting the autothrottles.  Also contributing was the first officer's failure to monitor the decaying airspeed and increasing pitch.,25-09-2020,3.0,2016.0,2.0
78389,20160316X01800,Incident,ERA16WA132,2016-03-09,"Doha, Qatar",Qatar,251623N,0513629E,OTHH,Hamad International Airport,Non-Fatal,Minor,Airplane,A6RJE,LEARJET,60,No,2.0,Turbo Fan,NUSN,,Commercial,Royal Jet LLC,0.0,0.0,0.0,7.0,Unk,,,25-09-2020,3.0,2016.0,7.0
78390,20160309X70647,Incident,DCA16WA104,2016-03-09,"Jeddah, Saudi Arabia",Saudi Arabia,,,,,,,Airplane,TF-AMU,BOEING,747,No,,,129,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78399,20160312X42224,Accident,WPR16LA082,2016-03-12,"Juliaetta, ID",United States,463446N,1164840W,,,Non-Fatal,Substantial,Airplane,N6894Q,GRUMMAN,G164,No,1.0,Reciprocating,137,,Commercial,,0.0,0.0,0.0,1.0,VMC,,A partial loss of engine power due to a crack in the No. 2 cylinder. ,,3.0,2016.0,1.0
78404,20160405X13515,Incident,DCA16WA122,2016-03-12,"Malaga, Spain",Spain,,,,,,,Airplane,LN-NHG,BOEING,737,No,,,NUSC,,Commercial,Norwegian Air Shuttle,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78408,20160317X82057,Incident,ENG16RA011,2016-03-13,"Mexico City, Mexico",Mexico,,,,,Non-Fatal,,Airplane,XA-VLD,AIRBUS,A320,No,,,,SCHD,Commercial,Volaris,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78410,20160315X21544,Incident,CEN16WA124,2016-03-14,"Lugano, Eswatini",Eswatini,046013N,0085437E,LSZA,Lugano,Non-Fatal,Minor,Airplane,HB-VWM,CESSNA,525,No,2.0,,NUSN,,Commercial,Nomad Aviation AG,0.0,0.0,0.0,6.0,,,,,3.0,2016.0,6.0
78411,20160316X92157,Accident,ERA16LA130,2016-03-14,"Myakka, FL",United States,272055N,0821041W,,,Non-Fatal,Substantial,Airplane,N6654K,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164,No,1.0,Reciprocating,091,,Commercial,SOUTHERN AIR SERVICES LLC,0.0,0.0,0.0,1.0,VMC,,A total loss of engine power for reasons that could not be determined because postaccident examination of the engine revealed no mechanical anomalies that would have precluded normal operation. ,,3.0,2016.0,1.0
78413,20160316X95339,Accident,ERA16LA131,2016-03-14,"Rome, GA",United States,342111N,0008594W,RMG,RICHARD B RUSSELL REGIONAL - J,Non-Fatal,Substantial,Airplane,N465FL,RAYTHEON AIRCRAFT COMPANY,400A,No,2.0,Turbo Fan,091,,Commercial,FLIGHT OPTIONS LLC,0.0,2.0,0.0,0.0,VMC,,"The pilots failure to use available sources of wind information before landing and recognize cues indicating the presence of the tailwind and conduct a go-around, which resulted in their landing with a significant tailwind and a subsequent runway overrun. ",06-05-2021,3.0,2016.0,2.0
78414,20160316X23841,Accident,CEN16CA126,2016-03-15,"Midland, TX",United States,031561N,1021215W,MAF,MIDLAND INTL,Non-Fatal,Substantial,Airplane,N8280K,NAKAJIMA,A6M2 MODEL 21,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,The Goodyear pilot did not see and avoid the Nakajima ahead on the taxiway.,25-09-2020,3.0,2016.0,2.0
78415,20160609X10842,Accident,DCA16CA181,2016-03-15,"Port Arthur, TX",United States,294112N,0094217W,,,Non-Fatal,,Airplane,N23708,BOEING,737 724,No,2.0,Turbo Fan,121,SCHD,Commercial,United Airlines,0.0,0.0,1.0,133.0,VMC,,an inadvertent encounter with clear air turbulence.,25-09-2020,3.0,2016.0,134.0
78418,20160329X42213,Incident,DCA16WA112,2016-03-18,"Karachi, Pakistan",Pakistan,,,,,,Minor,Airplane,AP-BII,BEECH,1900,No,,,,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78424,20160319X15123,Accident,DCA16RA108,2016-03-19,"Rostov-on-Don, Russia",Russia,,,,Rostov-on-Don Airport,Fatal,Destroyed,Airplane,A6-FDN,BOEING,737,No,,,,SCHD,Commercial,FlyDubai,62.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,62.0
78429,20160324X25327,Incident,DCA16WA109,2016-03-20,"Cusco, Peru",Peru,,,,,,Minor,Airplane,OB-2041P,BOEING,737,No,,,,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78431,20160330X40458,Incident,DCA16WA115,2016-03-20,"Cusco, Peru",Peru,,,,,,Minor,Airplane,OB-2041P,BOEING,737,No,,,129,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78432,20160404X43018,Accident,CEN16WA142,2016-03-20,"Abbeyshrule, Ireland",Ireland,533529N,0073838W,EIAB,Abbyshrule Aerodrome,Fatal,Destroyed,Airplane,PH-LSR,YORK,Laser Z-200,Yes,,,,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,1.0
78433,20160607X64406,Accident,ERA16WA206,2016-03-20,"Daule, Spain",Spain,015158S,0080052W,,La Fragua,Non-Fatal,Substantial,Airplane,HC-CJS,CESSNA,150,No,,,,,Commercial,Sky Ecuador,0.0,0.0,0.0,2.0,VMC,,,25-09-2020,3.0,2016.0,2.0
78436,20160512X42609,Incident,ANC16WA026,2016-03-21,"Kagoshima, Japan",Japan,,,,,Non-Fatal,Minor,Airplane,JA01YK,CIRRUS,SR22,No,,,,,Commercial,,0.0,0.0,0.0,5.0,,,,25-09-2020,3.0,2016.0,5.0
78439,20160330X61845,Incident,ENG16WA014,2016-03-22,"Brisbane, Australia",Australia,027233S,0015373E,,,,,Airplane,VH-UZI,FAIRCHILD,SA-227-AT,No,,,,,Commercial,Toll Aviation,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78441,20160502X90657,Accident,DCA16WA140,2016-03-22,"Tierra del Fuego, Argentina",Argentina,,,,,,Substantial,Airplane,LV-ZEB,FAIRCHILD,SA227,No,,,,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78442,20160324X71313,Accident,GAA16CA158,2016-03-23,"Frederick, MD",United States,039255N,0772216W,FDK,FREDERICK MUNI,Non-Fatal,Substantial,Airplane,N65329,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Empire Aviation and Leasing,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper pitch control during the landing flare, which resulted in a hard bounced landing.",25-09-2020,3.0,2016.0,1.0
78450,20160325X84311,Incident,DCA16WA110,2016-03-25,"Nassau, Bahamas",Bahamas,,,,,Non-Fatal,Minor,Airplane,N273JB,EMBRAER,ERJ 190 100 IGW,No,,,,,Commercial,jetBlue Airways,0.0,0.0,0.0,100.0,,,,25-09-2020,3.0,2016.0,100.0
78454,20160329X75123,Accident,GAA16CA166,2016-03-25,"Lake Harbor, FL",United States,264134N,0804835W,,,Non-Fatal,Substantial,Airplane,N41239,PIPER,J5A,No,1.0,Reciprocating,091,,Commercial,,0.0,1.0,0.0,0.0,VMC,,"The pilot's exceedance of the critical angle of attack while maneuvering at low altitude, which resulted in an accelerated aerodynamic stall, spin, and impact with terrain.",25-09-2020,3.0,2016.0,1.0
78455,20161021X21346,Accident,DCA16WA235,2016-03-25,"Hoedspruit, Limpopo Province, South Africa",South Africa,242058S,0031927E,,,,Substantial,Airplane,ZS-DOM,CESSNA,T210H,No,,,NUSC,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78456,20170130X13437,Incident,CEN16WA397,2016-03-25,"George Town, Cayman Islands",Cayman Islands,191742N,0812130W,,,Non-Fatal,,Airplane,N683GA,BOMBARDIER INC,BD 700 1A10,No,2.0,,NUSN,,Commercial,,0.0,0.0,0.0,2.0,,,,25-09-2020,3.0,2016.0,2.0
78457,20160326X35043,Accident,ERA16FA141,2016-03-26,"Charleston, WV",United States,382233N,0813535W,CRW,YEAGER,Fatal,Substantial,Airplane,N6238D,CESSNA,172N,No,1.0,Reciprocating,091,,Commercial,,1.0,0.0,1.0,0.0,VMC,,"The flight instructor's failure to ensure that her seat was properly secured before initiating the takeoff, which resulted in a subsequent loss of control. Contributing was the lack of an installed secondary seat stop.",25-09-2020,3.0,2016.0,2.0
78462,20160328X14617,Accident,CEN16LA132,2016-03-26,"Kentland, IN",United States,404532N,0872616W,50I,KENTLAND MUNI,Non-Fatal,Substantial,Airplane,N8154P,PIPER,PA24,No,1.0,Reciprocating,091,,Commercial,,0.0,2.0,0.0,0.0,VMC,,"The loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any mechanical anomalies that would have precluded normal operation. Contributing to the accident was the flight instructor's inadequate airspeed management during the forced landing, which led to an aerodynamic stall at low altitude.",25-09-2020,3.0,2016.0,2.0
78468,20160330X12910,Accident,WPR16LA090,2016-03-26,"McNeil Island, WA",United States,471151N,0122422W,,,Non-Fatal,Substantial,Airplane,N1151M,CESSNA,172L,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The student pilot's fuel mismanagement, which led to fuel starvation and a total loss of engine power during cruise flight. Contributing to the accident was his failure to follow the appropriate engine start, before takeoff, and emergency checklists.",25-09-2020,3.0,2016.0,1.0
78469,20160330X31626,Accident,GAA16CA171,2016-03-26,"Addison, TX",United States,032586N,0965011W,ADS,ADDISON,Non-Fatal,Substantial,Airplane,N114P,ROCKWELL INTERNATIONAL,114,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,3.0,VMC,,"The private pilot's failure to maintain directional control during the landing roll and the flight instructor's delayed remedial action, which resulted in a runway excursion, collision with an airport sign, and a nose gear collapse.",25-09-2020,3.0,2016.0,3.0
78470,20160331X13422,Accident,ANC16WA016,2016-03-26,"Yao, Japan",Japan,,,,Yao Airport,Fatal,Destroyed,Airplane,JA3788,MOONEY,M20C,No,,,129,,Commercial,,4.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,4.0
78474,20160330X81727,Incident,ENG16WA013,2016-03-27,"Rome, Italy",Italy,,,,,Non-Fatal,,Airplane,F-HBSA,AIRBUS,A320,No,2.0,Turbo Fan,,,Commercial,,0.0,0.0,0.0,99.0,,,,25-09-2020,3.0,2016.0,99.0
78475,20160404X85004,Accident,CEN16WA140,2016-03-27,"Vulcan de Fuego, Guatemala, Guatemala",Guatemala,142711N,0090531W,,,Fatal,Substantial,Airplane,TG-KAM,CESSNA SKYHAWK II,172N,No,1.0,Reciprocating,,,Commercial,Not Provided,2.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,2.0
78477,20160415X44044,Incident,DCA16WA135,2016-03-27,"Porto de Moz Municipality, Brazil",Brazil,,,,,,,Airplane,PR-GOV,BOEING COMPANY,737-76N,No,2.0,,NUSC,SCHD,Commercial,VRG LINHAS AEREAS S.A,0.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,0.0
78479,20160401X43647,Incident,DCA16WA118,2016-03-28,"Bilbao, Spain",Spain,,,,,Non-Fatal,,Airplane,EC-MGE,AIRBUS,A320,No,,,129,,Commercial,,0.0,0.0,0.0,115.0,,,,25-09-2020,3.0,2016.0,115.0
78483,20160403X12259,Accident,CEN16LA139,2016-03-29,"Beyersville, TX",United States,303012N,0971423W,,,Non-Fatal,Substantial,Airplane,N4555E,AIR TRACTOR,AT-402,No,1.0,Turbo Prop,137,,Commercial,Ranspot Flying Service,0.0,0.0,1.0,0.0,VMC,,"The pilot's failure to maintain visual separation from the power line due to a lack of identifiable and contrasting features, which led to an inflight collision with the line while maneuvering in gray, hazy conditions.",25-09-2020,3.0,2016.0,1.0
78487,20160404X13709,Accident,CEN16WA141,2016-03-31,"Madrid, Spain",Spain,,,,,Fatal,Substantial,Airplane,EC-JSM,CESSNA,172,No,,,NUSN,,Commercial,Private,3.0,0.0,0.0,0.0,,,,25-09-2020,3.0,2016.0,3.0
78488,20160406X70205,Accident,CEN16WA144,2016-04-01,"Tayoltita, Dgo, Mexico, Mexico",Mexico,024113N,1054712W,,,Fatal,Substantial,Airplane,XA-ULU,CESSNA,208,No,,,,,Commercial,Aéreo Servicios Especializados S. A. de C. V.,3.0,0.0,7.0,0.0,,,,25-09-2020,4.0,2016.0,10.0
78502,20160407X42047,Accident,DCA16WA126,2016-04-04,"Jakarta, Indonesia",Indonesia,,,,,Non-Fatal,Substantial,Airplane,PK-LBS,BOEING,737,No,,,NUSC,,Commercial,PT. Batik Air Indonesia,0.0,3.0,0.0,51.0,,,,25-09-2020,4.0,2016.0,54.0
78507,20160412X55159,Accident,GAA16CA188,2016-04-06,"Payson, AZ",United States,341525N,1112021W,PAN,PAYSON,Non-Fatal,Substantial,Airplane,N5275S,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Westwind School of Aeronautics,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain pitch control during the landing flare, resulting in the subsequent porpoise during landing and substantial damage to the firewall.",25-09-2020,4.0,2016.0,1.0
78511,20160413X41003,Accident,ERA16WA155,2016-04-07,"Puerto Gaitan, Colombia",Colombia,041847N,0007250W,SKPG,Puerto Gaitan Airport,Non-Fatal,Substantial,Airplane,HK2663,DOUGLAS,DC3,No,2.0,Reciprocating,NUSN,,Commercial,AEROLINEAS LLANERAS LTDA. - ARALL LTDA,0.0,3.0,0.0,0.0,VMC,,,25-09-2020,4.0,2016.0,3.0
78512,20160413X94401,Incident,OPS16IA008,2016-04-07,"Dallas, TX",United States,325350N,0097216W,DFW,DALLAS-FORT WORTH INTL,,,Airplane,N896NN,BOEING,737 823,No,2.0,Turbo Fan,121,SCHD,Commercial,American Airlines,0.0,0.0,0.0,0.0,VMC,,The controller's miscommunication of a clearance and failure to recognize and correct the readback resulting in the flight crew initiating takeoff without a clearance.,,4.0,2016.0,0.0
78516,20160408X72828,Accident,CEN16FA145,2016-04-08,"Midlothian, TX",United States,322710N,0965448W,JWY,MID-WAY RGNL,Fatal,Substantial,Airplane,N5046N,BELLANCA,7GCBC,No,1.0,Reciprocating,091,,Commercial,BIG Q AVIATION,1.0,1.0,0.0,0.0,VMC,,"The flight instructor's inability to move the control stick after takeoff for undetermined reasons, which resulted in an exceedance of the airplane's critical angle of attack and inadvertent aerodynamic stall. The reason for the inability to move the control stick could not be determined, because postaccident examination revealed no evidence of flight control malfunctions or anomalies that would have precluded normal operation.",25-09-2020,4.0,2016.0,2.0
78517,20160409X10944,Accident,ANC16FA017,2016-04-08,"Angoon, AK",United States,571640N,1341434W,,,Fatal,Substantial,Airplane,N50159,CESSNA,206,No,1.0,Reciprocating,135,NSCH,Commercial,SUNRISE AVIATION,3.0,0.0,1.0,0.0,IMC,,"The pilot's inadvertent turn toward terrain that was higher-than-expected while trying to avoid poor visibility conditions and his subsequent attempt to clear terrain, which reduced the airspeed and led to the exceedance of the airplane's critical angle of attack and an aerodynamic stall and spin.",25-09-2020,4.0,2016.0,4.0
